2026-02-02T23:28:37.000000000Z [inf]  Starting Container
2026-02-02T23:28:38.776428597Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:38.776646303Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:38.776653023Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:38.776659028Z [err]  }
2026-02-02T23:28:39.557552295Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:39.557557860Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:39.557563296Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:39.557571332Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:39.579465125Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:39.590798962Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:39.590804979Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:39.601940191Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:39.800416566Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:39.800422511Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:39.800422888Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:39.800429322Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:39.800429591Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:39.800430380Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:39.800436517Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:39.800442628Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:39.800447971Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:39.800452614Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:39.800456112Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:39.800461461Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:39.800463327Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:39.800465596Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:39.800473039Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:39.800473151Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:39.800481885Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:39.800489493Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:40.461061279Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:40.480303424Z [inf]  11:28:40 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:40.481868840Z [inf]  11:28:40 PM [express] Checking required environment variables for production...
2026-02-02T23:28:40.481875917Z [inf]  11:28:40 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:40.481882056Z [inf]  11:28:40 PM [express] Registering routes and setting up server...
2026-02-02T23:28:40.499652562Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:40.499666802Z [inf]  11:28:40 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:40.499677043Z [inf]  11:28:40 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:40.505276029Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:40.505288069Z [err]  }
2026-02-02T23:28:40.505304772Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:40.505314238Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:40.505323076Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:40.505331139Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:40.505340065Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:40.505350744Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:40.505359751Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:40.505367664Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:40.505373459Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:40.505378596Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:40.505385117Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:41.163621191Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:41.163626075Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:41.163631185Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:41.163637128Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:41.253192460Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:41.264955688Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:41.264962161Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:41.270285474Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:41.328124856Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:41.337846353Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:41.358485644Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:41.376007439Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:41.391990230Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:41.418907357Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:41.430164113Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:41.431159770Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:41.437175932Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:41.447576602Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:41.453969915Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:41.460531810Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:41.466892255Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:41.478419103Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:41.484300239Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:41.494645153Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:41.504594561Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:41.509796739Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:42.220687122Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:42.239695292Z [inf]  11:28:42 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:42.239699171Z [inf]  11:28:42 PM [express] Checking required environment variables for production...
2026-02-02T23:28:42.239703133Z [inf]  11:28:42 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:42.239706803Z [inf]  11:28:42 PM [express] Registering routes and setting up server...
2026-02-02T23:28:42.256379865Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:42.256386762Z [inf]  11:28:42 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:42.256393929Z [inf]  11:28:42 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:42.263218562Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:42.263225863Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:42.263233512Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:42.263240265Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:42.263249359Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:42.263255883Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:42.263262539Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:42.263270289Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:42.263277307Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:42.263283360Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:42.263289359Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:42.263295502Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:42.263302551Z [err]  }
2026-02-02T23:28:43.171947293Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:43.171952671Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:43.171959846Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:43.171969501Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:43.206866016Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:43.219080193Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:43.219089975Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:43.224169223Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:43.275242847Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:43.285690903Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:43.290711230Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:43.295412201Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:43.300192384Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:43.305108607Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:43.310734754Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:43.315982809Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:43.325945756Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:43.330966380Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:43.347324012Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:43.352457782Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:43.362789390Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:43.368012578Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:43.376960125Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:43.384872515Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:43.390894132Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:43.396874556Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:44.121625431Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:44.142877770Z [inf]  11:28:44 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:44.142881962Z [inf]  11:28:44 PM [express] Checking required environment variables for production...
2026-02-02T23:28:44.142886170Z [inf]  11:28:44 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:44.142890656Z [inf]  11:28:44 PM [express] Registering routes and setting up server...
2026-02-02T23:28:44.156878577Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:44.156882691Z [inf]  11:28:44 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:44.156886762Z [inf]  11:28:44 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:44.164326034Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:44.164336801Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:44.164345005Z [err]  }
2026-02-02T23:28:44.164363857Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:44.164370631Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:44.164376989Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:44.164382904Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:44.164389318Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:44.164396178Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:44.164402961Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:44.164409288Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:44.164415747Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:44.164422563Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:44.833553364Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:44.833557982Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:44.833562639Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:44.833566637Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:44.915395905Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:44.926128302Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:44.926953906Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:44.938252130Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:44.996861120Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:45.001878053Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:45.006843287Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:45.018029731Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:45.028799533Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:45.033531189Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:45.044401750Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:45.044411959Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:45.049082582Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:45.059824933Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:45.064625454Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:45.069452578Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:45.074603334Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:45.085249013Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:45.090124030Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:45.101338754Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:45.102033701Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:45.113064818Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:45.840683335Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:45.858008480Z [inf]  11:28:45 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:45.858015760Z [inf]  11:28:45 PM [express] Checking required environment variables for production...
2026-02-02T23:28:45.858021994Z [inf]  11:28:45 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:45.858028054Z [inf]  11:28:45 PM [express] Registering routes and setting up server...
2026-02-02T23:28:45.874918341Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:45.874930993Z [inf]  11:28:45 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:45.874938724Z [inf]  11:28:45 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:45.874946008Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:45.874953208Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:45.874961468Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:45.874970692Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:45.874978399Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:45.874986920Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:45.874993726Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:45.875000602Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:45.875006640Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:45.875012542Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:45.875016883Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:45.875021476Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:45.875025509Z [err]  }
2026-02-02T23:28:46.562007175Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:28:46.562015308Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:28:46.562021866Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:28:46.562027852Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:28:46.585044027Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:28:46.596512914Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:28:46.596525477Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:28:46.606940546Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:28:46.661834799Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:28:46.672739432Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:28:46.834943261Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:28:46.834957424Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:28:46.834966286Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:28:46.834976135Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:28:46.834983913Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:28:46.834992895Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:28:46.835030340Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:28:46.835034942Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:28:46.835039288Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:28:46.835044393Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:28:46.835049656Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:28:46.835054366Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:28:46.835058640Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:28:46.836937724Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:28:46.859078670Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:28:46.865053638Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:28:47.590821458Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:28:47.624056234Z [inf]  11:28:47 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:28:47.624062402Z [inf]  11:28:47 PM [express] Checking required environment variables for production...
2026-02-02T23:28:47.624067902Z [inf]  11:28:47 PM [express] ✓ All required environment variables are present
2026-02-02T23:28:47.624073092Z [inf]  11:28:47 PM [express] Registering routes and setting up server...
2026-02-02T23:28:47.640556716Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:28:47.642824285Z [inf]  11:28:47 PM [express] ✗ Fatal error during application startup: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:47.642830059Z [inf]  11:28:47 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:28:47.649438751Z [err]  }
2026-02-02T23:28:47.649473153Z [err]  Startup error details: PathError [TypeError]: Unexpected + at index 20, expected end: /objects/:objectPath+; visit https://git.new/pathToRegexpError for info
2026-02-02T23:28:47.649478118Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:28:47.649482478Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:28:47.649486580Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:28:47.649492118Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:28:47.649496266Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:28:47.649500811Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:28:47.649504511Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:28:47.649508833Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:28:47.649515507Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:28:47.649520057Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:28:47.649524075Z [err]    originalPath: '/objects/:objectPath+'
2026-02-02T23:28:49.241907934Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
