2026-02-03T00:07:24.000000000Z [inf]  Starting Container
2026-02-03T00:07:27.197974829Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:27.197981458Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:27.197987565Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:27.197994959Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:27.198036750Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:27.204539474Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:27.204543615Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:27.204548104Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:27.204584722Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:27.214020747Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:27.217627790Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:28.226441752Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:28.226455687Z [inf]  12:07:28 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:28.226455701Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:28.226467376Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:28.226467807Z [inf]  12:07:28 AM [express] Registering routes and setting up server...
2026-02-03T00:07:28.226477306Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:28.226481164Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:28.226486567Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:28.226493377Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:28.226502793Z [inf]  12:07:28 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:28.226509953Z [inf]  12:07:28 AM [express] Setting up static file serving...
2026-02-03T00:07:28.226516806Z [inf]  12:07:28 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:28.226523200Z [inf]  12:07:28 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:28.226530291Z [inf]  12:07:28 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:28.226537390Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:28.226540155Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:28.226547874Z [inf]  12:07:28 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:28.226554817Z [inf]  12:07:28 AM [express] Checking required environment variables for production...
2026-02-03T00:07:28.229356174Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:28.229361744Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:28.229367658Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:28.229373487Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:28.229382246Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:28.229393341Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:28.229398563Z [err]    originalPath: '*'
2026-02-03T00:07:28.229404052Z [err]  }
2026-02-03T00:07:30.197864203Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:30.197870015Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:30.197875736Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:30.197884681Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:30.197890044Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:30.197894388Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:30.197898548Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:30.197903076Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:30.197907928Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:30.197913779Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:30.197918678Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:30.197923076Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:30.197928867Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:30.197933592Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:30.197938384Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:30.197942766Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:30.197947509Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:30.211955112Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:30.224660116Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:30.272730382Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:30.278750154Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:30.289286786Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:30.298621623Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:30.318948006Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:30.333596105Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:30.345687765Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:31.163528923Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:31.163539543Z [inf]  12:07:31 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:31.163545449Z [inf]  12:07:31 AM [express] Checking required environment variables for production...
2026-02-03T00:07:31.163550072Z [inf]  12:07:31 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:31.163716445Z [inf]  12:07:31 AM [express] Registering routes and setting up server...
2026-02-03T00:07:31.167348136Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:31.170516184Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:31.172635357Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:31.190238076Z [inf]  12:07:31 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:31.190242171Z [inf]  12:07:31 AM [express] Setting up static file serving...
2026-02-03T00:07:31.190246687Z [inf]  12:07:31 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:31.192037221Z [inf]  12:07:31 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:31.192099370Z [inf]  12:07:31 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:31.194976267Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:31.194981667Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:31.194988634Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:31.194994313Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:31.195015819Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:31.195022380Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:31.195027066Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:31.195032540Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:31.195038032Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:31.195043634Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:31.195049006Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:31.195054551Z [err]    originalPath: '*'
2026-02-03T00:07:31.195060178Z [err]  }
2026-02-03T00:07:33.174085242Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:33.174096400Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:33.174103686Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:33.174110021Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:33.174116007Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:33.174122515Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:33.174128719Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:33.174136672Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:33.174143706Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:33.174149186Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:33.174154430Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:33.174159879Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:33.174164650Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:33.174169641Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:33.174174931Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:33.174226068Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:33.174230751Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:33.174234899Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:33.174238981Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:33.174243309Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:33.176790911Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:33.176797045Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:33.176803822Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:33.176810967Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:33.176816810Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:33.176823965Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:34.203768747Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:34.203777890Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:34.203786633Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:34.203792698Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:34.203801989Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:34.203855842Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:34.203862416Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:34.203869302Z [inf]  12:07:34 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:34.203870539Z [inf]  12:07:34 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:34.203878612Z [inf]  12:07:34 AM [express] Checking required environment variables for production...
2026-02-03T00:07:34.203886107Z [inf]  12:07:34 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:34.203893112Z [inf]  12:07:34 AM [express] Registering routes and setting up server...
2026-02-03T00:07:34.203901807Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:34.203908652Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:34.203930235Z [inf]  12:07:34 AM [express] Setting up static file serving...
2026-02-03T00:07:34.203940828Z [inf]  12:07:34 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:34.203948240Z [inf]  12:07:34 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:34.203963548Z [inf]  12:07:34 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:34.209170404Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:34.209178276Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:34.209184434Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:34.209191906Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:34.209198710Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:34.209208525Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:34.209216578Z [err]    originalPath: '*'
2026-02-03T00:07:34.209223660Z [err]  }
2026-02-03T00:07:36.091380651Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:36.091390276Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:36.091395570Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:36.091399956Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:36.091404632Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:36.091409782Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:36.091414497Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:36.091422026Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:36.091427219Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:36.299854243Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:36.348855974Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:36.362729992Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:36.395533756Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:36.405072318Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:36.431671515Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:36.448844031Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:36.487078032Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:36.507178415Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:36.515331214Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-03T00:07:36.520747837Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-03T00:07:36.528313653Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-03T00:07:36.531032532Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-03T00:07:36.551800538Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-03T00:07:37.104585207Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-03T00:07:37.104602651Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-03T00:07:37.104609164Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-03T00:07:37.378317457Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-03T00:07:37.398160664Z [inf]  12:07:37 AM [express] Starting EchoDeed application in production mode...
2026-02-03T00:07:37.398169202Z [inf]  12:07:37 AM [express] Checking required environment variables for production...
2026-02-03T00:07:37.398176780Z [inf]  12:07:37 AM [express] ✓ All required environment variables are present
2026-02-03T00:07:37.398183481Z [inf]  12:07:37 AM [express] Registering routes and setting up server...
2026-02-03T00:07:37.412890303Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-03T00:07:37.415505973Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-03T00:07:37.418354560Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-03T00:07:37.436571131Z [inf]  12:07:37 AM [express] ✓ Routes registered successfully
2026-02-03T00:07:37.436580197Z [inf]  12:07:37 AM [express] Setting up static file serving...
2026-02-03T00:07:37.436586556Z [inf]  12:07:37 AM [express] 📂 Production static path: /app/dist/public
2026-02-03T00:07:37.436592775Z [inf]  12:07:37 AM [express] ✗ Fatal error during application startup: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:37.436598819Z [inf]  12:07:37 AM [express] ✗ Application failed to initialize. Exiting...
2026-02-03T00:07:37.436604884Z [err]  Startup error details: PathError [TypeError]: Missing parameter name at index 1: *; visit https://git.new/pathToRegexpError for info
2026-02-03T00:07:37.436613386Z [err]      at name (/app/node_modules/path-to-regexp/dist/index.js:96:19)
2026-02-03T00:07:37.436619198Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:113:68)
2026-02-03T00:07:37.436625143Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-03T00:07:37.436631032Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-03T00:07:37.436636702Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-03T00:07:37.436642329Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-03T00:07:37.436648509Z [err]      at Function.use (/app/node_modules/router/index.js:398:19)
2026-02-03T00:07:37.436654474Z [err]      at Function.<anonymous> (/app/node_modules/express/lib/application.js:222:21)
2026-02-03T00:07:37.436660836Z [err]      at Array.forEach (<anonymous>)
2026-02-03T00:07:37.436666890Z [err]      at Function.use (/app/node_modules/express/lib/application.js:219:7) {
2026-02-03T00:07:37.436672698Z [err]    originalPath: '*'
2026-02-03T00:07:37.436678746Z [err]  }
2026-02-03T00:07:39.101998201Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-03T00:07:39.102004074Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-03T00:07:39.102009482Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-03T00:07:39.102015372Z [inf]  [server-wrapper] Initializing database schema...
2026-02-03T00:07:39.102021356Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-03T00:07:39.102029016Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-03T00:07:39.102034738Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-03T00:07:39.102040622Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-03T00:07:39.102046753Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-03T00:07:39.316600001Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-03T00:07:39.329165032Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-03T00:07:39.335624621Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-03T00:07:39.338991500Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-03T00:07:39.348001804Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-03T00:07:39.356151059Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-03T00:07:39.356157411Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-03T00:07:39.363034824Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-03T00:07:39.375221443Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-03T00:07:39.375227632Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
