2026-02-02T23:33:29.000000000Z [inf]  Starting Container
2026-02-02T23:33:32.003543813Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:32.003554260Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:32.003562256Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:32.003580970Z [inf]  11:33:30 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:32.003587739Z [inf]  11:33:30 PM [express] Checking required environment variables for production...
2026-02-02T23:33:32.003593679Z [inf]  11:33:30 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:32.003599043Z [inf]  11:33:30 PM [express] Registering routes and setting up server...
2026-02-02T23:33:32.003605508Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:32.003612315Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:32.003618900Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:32.003627165Z [inf]  11:33:30 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:32.003633786Z [inf]  11:33:30 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:32.003640027Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:32.003768635Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:32.003776371Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:32.003782342Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:32.003789037Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:32.003796092Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:32.003802949Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:32.003809952Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:32.003817202Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:32.003823806Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:32.003831431Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:32.003837785Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:33.026426776Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:33.026435680Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:33.026445195Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:33.026452621Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:34.109954298Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:34.109966532Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:34.109977915Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:34.109989633Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:34.110000672Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:34.110026778Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:34.110041114Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:34.110054752Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:34.110069199Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:34.110080430Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:34.110091612Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:34.110104088Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:34.110115439Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:34.110127591Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:34.110138264Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:34.110149805Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:34.110167755Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:34.110179393Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:34.110190755Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:35.112921248Z [inf]  11:33:34 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:35.112935062Z [inf]  11:33:34 PM [express] Registering routes and setting up server...
2026-02-02T23:33:35.113012385Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:35.113020777Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:35.113029809Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:35.113038276Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:35.113050388Z [inf]  11:33:34 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:35.113057082Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:35.113064127Z [inf]  11:33:34 PM [express] Checking required environment variables for production...
2026-02-02T23:33:35.113076380Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:35.113087996Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:35.113096211Z [inf]  11:33:34 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:35.113111937Z [inf]  11:33:34 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:35.113123012Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:35.113129937Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:35.113136658Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:35.113143282Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:36.395543532Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:36.395550862Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:36.395560529Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:36.395607627Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:36.395618746Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:36.395626761Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:36.395635080Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:36.395642281Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:36.395650406Z [err]  }
2026-02-02T23:33:37.406859077Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:37.406865701Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:37.406923752Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:37.406931679Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:37.406938319Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:37.406946515Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:37.406952638Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:37.406958500Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:37.406964362Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:37.406971351Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:37.406977697Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:37.406984642Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:37.406991436Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:37.406997817Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:37.407005405Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:37.407011787Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:37.407017882Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:37.407023970Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:37.407029781Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:37.407035663Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:38.612074194Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:38.612078975Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:38.612083789Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:38.612088982Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:38.612093804Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:38.612098867Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:38.612105219Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:38.612123716Z [inf]  11:33:38 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:38.612129776Z [inf]  11:33:38 PM [express] Checking required environment variables for production...
2026-02-02T23:33:38.612136251Z [inf]  11:33:38 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:38.612142951Z [inf]  11:33:38 PM [express] Registering routes and setting up server...
2026-02-02T23:33:38.612150143Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:38.612157977Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:38.612165353Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:38.612344271Z [inf]  11:33:38 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:38.612349164Z [inf]  11:33:38 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:38.612353765Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:39.743348870Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:39.743364354Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:39.743374645Z [err]  }
2026-02-02T23:33:39.743726369Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:39.743733636Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:39.743748811Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:39.743756486Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:39.743762951Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:39.743768832Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:39.743775573Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:39.743781217Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:39.743787876Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:40.761768845Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:40.761785622Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:40.761793689Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:40.762025941Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:40.762033163Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:40.762040360Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:40.762216733Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:40.762229337Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:40.762234492Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:40.762239422Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:40.762245493Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:40.762250822Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:40.762255638Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:40.762260427Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:40.762269033Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:40.762275167Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:40.762282819Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:40.762289722Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:40.762297399Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:40.762303939Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:41.794267388Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:41.794283607Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:41.794293771Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:41.794312635Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:41.794412243Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:41.794419583Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:42.706565944Z [inf]  11:33:41 PM [express] Checking required environment variables for production...
2026-02-02T23:33:42.706566703Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:42.706581753Z [inf]  11:33:41 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:42.706584151Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:42.706593024Z [inf]  11:33:41 PM [express] Registering routes and setting up server...
2026-02-02T23:33:42.706595669Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:42.706603955Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:42.706606600Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:42.706616905Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:42.706617164Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:42.706629455Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:42.706639496Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:42.706642330Z [inf]  11:33:41 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:42.706651859Z [inf]  11:33:41 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:42.706662328Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:42.706722095Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:42.706729677Z [inf]  11:33:41 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:42.722579282Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:42.722583638Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:42.722587987Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:42.722592857Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:42.722597985Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:42.722602020Z [err]  }
2026-02-02T23:33:44.148156456Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:44.148174337Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:44.148187703Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:44.148197239Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:44.148208128Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:44.148219914Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:44.148473646Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:44.148485614Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:44.148496792Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:44.148508603Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:44.148519535Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:44.148529891Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:44.148540646Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:44.148763265Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:44.148796430Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:44.148808798Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:44.148822854Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:44.148835917Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:44.148846587Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:44.148860095Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:45.877921654Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:45.877939305Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:45.877946899Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:45.877954111Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:45.877961393Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:45.877968245Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:33:45.877975292Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:33:45.877984219Z [inf]  11:33:45 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:33:45.877992246Z [inf]  11:33:45 PM [express] Checking required environment variables for production...
2026-02-02T23:33:45.878000438Z [inf]  11:33:45 PM [express] ✓ All required environment variables are present
2026-02-02T23:33:45.878007675Z [inf]  11:33:45 PM [express] Registering routes and setting up server...
2026-02-02T23:33:45.878015580Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:33:45.878023398Z [inf]  💜 Starting Pulse Check Scheduler Service...
2026-02-02T23:33:45.878031433Z [inf]  ✅ Pulse Check Scheduler running - checking every minute
2026-02-02T23:33:45.878038321Z [inf]  11:33:45 PM [express] ✗ Fatal error during application startup: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:45.879118656Z [inf]  11:33:45 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:33:45.879128446Z [err]  Startup error details: PathError [TypeError]: Unexpected ? at index 35, expected end: /api/fundraisers/active/:schoolName?; visit https://git.new/pathToRegexpError for info
2026-02-02T23:33:47.747658961Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:33:47.747664640Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:33:47.747671675Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:33:47.747677258Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:33:47.747683473Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:33:47.747689280Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:33:47.749228673Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:33:47.749264131Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:33:47.749272394Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:33:47.749279679Z [err]      at registerRoutes (file:///app/dist/index.js:44915:8) {
2026-02-02T23:33:47.749287880Z [err]    originalPath: '/api/fundraisers/active/:schoolName?'
2026-02-02T23:33:47.749293938Z [err]  }
2026-02-02T23:33:48.866673318Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:33:48.866678400Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:33:48.866683798Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:33:48.866694031Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:33:48.866700901Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:33:48.866706659Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:33:48.866712943Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:33:49.793100776Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:33:49.793108852Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:33:49.793114488Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:33:49.793128733Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:33:49.793134730Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:33:49.793141738Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:33:49.793148509Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:33:49.793157326Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:33:49.793167513Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:33:49.793190296Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:33:49.793197180Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:33:49.793203847Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:33:49.793210825Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:33:49.793218235Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:33:49.793224040Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:33:49.793230774Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:33:49.793239700Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:33:49.793246549Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:33:49.793253571Z [inf]  [server-wrapper] ✅ Schema fixes applied
