2026-02-02T23:31:00.000000000Z [inf]  Starting Container
2026-02-02T23:31:02.908928615Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:02.915133669Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:02.921535686Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:02.924347731Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:03.580341919Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:03.599388190Z [inf]  11:31:03 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:03.599399689Z [inf]  11:31:03 PM [express] Checking required environment variables for production...
2026-02-02T23:31:03.599410946Z [inf]  11:31:03 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:03.599415821Z [inf]  11:31:03 PM [express] Registering routes and setting up server...
2026-02-02T23:31:03.611352859Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:03.611365199Z [inf]  11:31:03 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:03.611375439Z [inf]  11:31:03 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:03.617640610Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:03.617651648Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:03.617658205Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:03.617668537Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:03.617673938Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:03.617679414Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:03.617697557Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:03.617703994Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:03.617715203Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:03.617722773Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:03.617729392Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:03.617733832Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:03.617738472Z [err]  }
2026-02-02T23:31:04.185095250Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:04.185103100Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:04.186168016Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:04.186177802Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:04.271490466Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:04.278770222Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:04.278777014Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:04.286182725Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:04.338335478Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:04.351252484Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:04.358151277Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:04.364100277Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:04.376875336Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:04.389313991Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:04.390535510Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:04.396953096Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:04.402846181Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:04.422123946Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:04.443138334Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:04.444959029Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:04.456625612Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:04.465152790Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:04.477297033Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:04.483571222Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:04.495826823Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:04.497603274Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:05.224941510Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:05.249555243Z [inf]  11:31:05 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:05.249560571Z [inf]  11:31:05 PM [express] Checking required environment variables for production...
2026-02-02T23:31:05.249570743Z [inf]  11:31:05 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:05.249577448Z [inf]  11:31:05 PM [express] Registering routes and setting up server...
2026-02-02T23:31:05.259480736Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:05.259486869Z [inf]  11:31:05 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:05.259492873Z [inf]  11:31:05 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:05.265592203Z [err]  }
2026-02-02T23:31:05.265598687Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:05.265604468Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:05.265610524Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:05.265615794Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:05.265622009Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:05.265627301Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:05.265632641Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:05.265640430Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:05.265646833Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:05.265652985Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:05.265659876Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:05.265666609Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:05.899921899Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:05.899927956Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:05.899932411Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:05.899936134Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:05.935859200Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:05.942086739Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:05.942094248Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:05.950990838Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:06.014798027Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:06.028247482Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:06.040331695Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:06.060705292Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:06.074863762Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:06.081344998Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:06.088242141Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:06.103200718Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:06.109996291Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:06.115578246Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:06.121805424Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:06.130708628Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:06.169994605Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:06.183575538Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:06.191374819Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:06.204421105Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:06.216798137Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:06.222661946Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:06.946810939Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:06.967559306Z [inf]  11:31:06 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:06.967566760Z [inf]  11:31:06 PM [express] Checking required environment variables for production...
2026-02-02T23:31:06.967571687Z [inf]  11:31:06 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:06.967576200Z [inf]  11:31:06 PM [express] Registering routes and setting up server...
2026-02-02T23:31:06.982643261Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:06.982653386Z [inf]  11:31:06 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:06.982661038Z [inf]  11:31:06 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:06.988446576Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:06.988457189Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:06.988465204Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:06.988469602Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:06.988473527Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:06.988479985Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:06.988484190Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:06.988488425Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:06.988494258Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:06.988498445Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:06.988503395Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:06.988508175Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:06.988512272Z [err]  }
2026-02-02T23:31:07.840251990Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:07.840261094Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:07.840279681Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:07.840291358Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:07.840301651Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:07.840312104Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:07.840321558Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:07.840351314Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:07.840358956Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:07.840366913Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:07.840374658Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:07.842597052Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:07.848991490Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:07.854345876Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:07.860639156Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:07.867257253Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:07.878810846Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:07.884434116Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:07.892051320Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:07.893417007Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:07.900059372Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:07.906068443Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:07.911937264Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:07.917862060Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:07.923693084Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:07.930590276Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:08.605748778Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:08.625442421Z [inf]  11:31:08 PM [express] Checking required environment variables for production...
2026-02-02T23:31:08.625451880Z [inf]  11:31:08 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:08.625458803Z [inf]  11:31:08 PM [express] Registering routes and setting up server...
2026-02-02T23:31:08.625494275Z [inf]  11:31:08 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:08.637691162Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:08.637698460Z [inf]  11:31:08 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:08.637705030Z [inf]  11:31:08 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:08.643966985Z [err]      at parse (/app/node_modules/path-to-regexp/dist/index.js:157:26)
2026-02-02T23:31:08.643976293Z [err]      at pathToRegexp (/app/node_modules/path-to-regexp/dist/index.js:267:58)
2026-02-02T23:31:08.643982912Z [err]      at Object.match (/app/node_modules/path-to-regexp/dist/index.js:237:30)
2026-02-02T23:31:08.643987258Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:08.643990589Z [err]      at matcher (/app/node_modules/router/lib/layer.js:86:23)
2026-02-02T23:31:08.643992442Z [err]      at consumeUntil (/app/node_modules/path-to-regexp/dist/index.js:153:19)
2026-02-02T23:31:08.643998715Z [err]      at new Layer (/app/node_modules/router/lib/layer.js:93:62)
2026-02-02T23:31:08.644005211Z [err]      at Function.route (/app/node_modules/router/index.js:428:17)
2026-02-02T23:31:08.644011093Z [err]      at Function.route (/app/node_modules/express/lib/application.js:257:22)
2026-02-02T23:31:08.644018402Z [err]      at app.<computed> [as get] (/app/node_modules/express/lib/application.js:478:22)
2026-02-02T23:31:08.644025424Z [err]      at registerRoutes (file:///app/dist/index.js:35559:8) {
2026-02-02T23:31:08.644034620Z [err]    originalPath: '/objects/:objectPath(.+)'
2026-02-02T23:31:08.644042069Z [err]  }
2026-02-02T23:31:09.551962130Z [inf]  [server-wrapper] Checking for .env file at: /app/.env
2026-02-02T23:31:09.553110910Z [inf]  [server-wrapper] No .env file found, using Railway environment variables
2026-02-02T23:31:09.553120974Z [inf]  [server-wrapper] Starting server with PORT: 8080
2026-02-02T23:31:09.553128606Z [inf]  [server-wrapper] Initializing database schema...
2026-02-02T23:31:09.588832073Z [inf]  [server-wrapper] ✅ Connected to database
2026-02-02T23:31:09.600583904Z [inf]  [server-wrapper] ℹ️ Database already has 86 tables - skipping schema recreation
2026-02-02T23:31:09.600591691Z [inf]  [server-wrapper] ✅ Existing data preserved on restart
2026-02-02T23:31:09.616456362Z [inf]  [server-wrapper] Applying production schema fixes...
2026-02-02T23:31:09.663240240Z [inf]  [server-wrapper] 🔧 Fixing pulse_checks.support_score column...
2026-02-02T23:31:09.863111469Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.color column...
2026-02-02T23:31:09.863115801Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.requirements column...
2026-02-02T23:31:09.863119837Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.is_active column...
2026-02-02T23:31:09.863124053Z [inf]  [server-wrapper] 🔧 Fixing badge_definitions.sort_order column...
2026-02-02T23:31:09.863127747Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_name column...
2026-02-02T23:31:09.863131777Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id column...
2026-02-02T23:31:09.863136320Z [inf]  [server-wrapper] 🔧 Fixing mentorships.kindness_goal column...
2026-02-02T23:31:09.863140589Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.badge_icon column...
2026-02-02T23:31:09.863144459Z [inf]  [server-wrapper] 🔧 Fixing mentorships.progress_notes column...
2026-02-02T23:31:09.863148643Z [inf]  [server-wrapper] 🔧 Fixing mentorships.next_session_at column...
2026-02-02T23:31:09.863152697Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.category column...
2026-02-02T23:31:09.863157327Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.token_reward column...
2026-02-02T23:31:09.863161653Z [inf]  [server-wrapper] 🔧 Fixing mentor_badges.rarity column...
2026-02-02T23:31:09.866001739Z [inf]  [server-wrapper] 🔧 Fixing mentor_activities.mentorship_id UUID type...
2026-02-02T23:31:09.878272402Z [inf]  [server-wrapper] 🔧 Adding users.school_level column...
2026-02-02T23:31:09.891321534Z [inf]  [server-wrapper] 🔧 Ensuring test users have high_school level...
2026-02-02T23:31:09.899056040Z [inf]  [server-wrapper] ✅ Schema fixes applied
2026-02-02T23:31:10.610954456Z [inf]  📧 Email service initialized in demo mode (logging only)
2026-02-02T23:31:10.642605166Z [inf]  11:31:10 PM [express] Starting EchoDeed application in production mode...
2026-02-02T23:31:10.642609476Z [inf]  11:31:10 PM [express] Checking required environment variables for production...
2026-02-02T23:31:10.642614447Z [inf]  11:31:10 PM [express] ✓ All required environment variables are present
2026-02-02T23:31:10.642618837Z [inf]  11:31:10 PM [express] Registering routes and setting up server...
2026-02-02T23:31:10.655282742Z [inf]  Running in non-Replit environment - using demo authentication mode
2026-02-02T23:31:10.655291149Z [inf]  11:31:10 PM [express] ✗ Fatal error during application startup: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
2026-02-02T23:31:10.655298750Z [inf]  11:31:10 PM [express] ✗ Application failed to initialize. Exiting...
2026-02-02T23:31:10.661241329Z [err]  Startup error details: PathError [TypeError]: Unexpected ( at index 20, expected end: /objects/:objectPath(.+); visit https://git.new/pathToRegexpError for info
