2026-02-05T01:57:17.000000000Z [inf]  Starting Container
2026-02-05T01:57:49.400659127Z [err]      _socket: null,
2026-02-05T01:57:49.400663981Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:49.400666630Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.400674682Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.400675224Z [err]      _isServer: false,
2026-02-05T01:57:49.400683956Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.400684034Z [err]      _redirects: 0,
2026-02-05T01:57:49.400684786Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.400693441Z [err]        error: [Function],
2026-02-05T01:57:49.400700055Z [err]      _autoPong: true,
2026-02-05T01:57:49.400700715Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.400703285Z [err]        message: [Function],
2026-02-05T01:57:49.400708132Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.400711793Z [err]        close: [Function],
2026-02-05T01:57:49.400716882Z [err]        error: [Function],
2026-02-05T01:57:49.400717081Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.400721380Z [err]        open: [Function]
2026-02-05T01:57:49.400722528Z [err]        open: [Function]
2026-02-05T01:57:49.400727028Z [err]      _req: null,
2026-02-05T01:57:49.400730573Z [err]      },
2026-02-05T01:57:49.400731790Z [err]        message: [Function],
2026-02-05T01:57:49.400735172Z [err]      },
2026-02-05T01:57:49.400735575Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.400738992Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.400745923Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.400746192Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.400747946Z [err]        close: [Function],
2026-02-05T01:57:49.400749281Z [err]      _maxListeners: undefined,
2026-02-05T01:57:49.400752566Z [err]      _redirects: 0,
2026-02-05T01:57:49.400756955Z [err]    },
2026-02-05T01:57:49.400757528Z [err]      _maxListeners: undefined,
2026-02-05T01:57:49.400759148Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.400766792Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.400767762Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.400769069Z [err]      _autoPong: true,
2026-02-05T01:57:49.400770715Z [err]      _errorEmitted: true,
2026-02-05T01:57:49.400770881Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.400779236Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.400780695Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.400782816Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.400788170Z [err]      _extensions: {},
2026-02-05T01:57:49.400790640Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.400791038Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.400797096Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.400801442Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.400802131Z [err]      _paused: false,
2026-02-05T01:57:49.400808479Z [err]      _req: null,
2026-02-05T01:57:49.400811667Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:49.400814672Z [err]      _protocol: '',
2026-02-05T01:57:49.400818661Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.400821815Z [err]      _closeTimer: null,
2026-02-05T01:57:49.400825973Z [err]      _readyState: 3,
2026-02-05T01:57:49.400827826Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.400833997Z [err]    },
2026-02-05T01:57:49.400835182Z [err]      _receiver: null,
2026-02-05T01:57:49.400840330Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.400845081Z [err]      _sender: null,
2026-02-05T01:57:49.400847985Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:49.400853181Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:49.400853509Z [err]      _socket: null,
2026-02-05T01:57:49.400858435Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:49.400861968Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.400864479Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:49.400869345Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:49.400870201Z [err]      _isServer: false,
2026-02-05T01:57:49.400876070Z [err]    },
2026-02-05T01:57:49.400878060Z [err]      _redirects: 0,
2026-02-05T01:57:49.400884095Z [err]      _autoPong: true,
2026-02-05T01:57:49.400892788Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.400902377Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.400913698Z [err]      _req: null,
2026-02-05T01:57:49.400922702Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.400930415Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.400940530Z [err]    },
2026-02-05T01:57:49.400950429Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.400955648Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:49.400960666Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:49.400965619Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:49.400970818Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:49.400977270Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:49.400982589Z [err]    },
2026-02-05T01:57:49.400986601Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:49.400991915Z [err]  }
2026-02-05T01:57:49.400996138Z [inf]  1:57:47 AM [express] GET /api/rewards/offers/all/all 500 in 67ms :: {"message":"Failed to get reward…
2026-02-05T01:57:49.401002178Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:49.401011031Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.401023350Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.401031854Z [err]        error: [Function],
2026-02-05T01:57:49.401038990Z [err]        message: [Function],
2026-02-05T01:57:49.401046601Z [err]        close: [Function],
2026-02-05T01:57:49.401054411Z [err]        open: [Function]
2026-02-05T01:57:49.401060853Z [err]      },
2026-02-05T01:57:49.401065468Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.401070351Z [err]      _maxListeners: undefined,
2026-02-05T01:57:49.401074677Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.401078955Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.401083481Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.401088107Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.401093034Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:49.401097481Z [err]      _closeTimer: null,
2026-02-05T01:57:49.401101832Z [err]      _errorEmitted: true,
2026-02-05T01:57:49.401106523Z [err]      _extensions: {},
2026-02-05T01:57:49.401111538Z [err]      _paused: false,
2026-02-05T01:57:49.401115657Z [err]      _protocol: '',
2026-02-05T01:57:49.401120191Z [err]      _readyState: 3,
2026-02-05T01:57:49.401124356Z [err]      _receiver: null,
2026-02-05T01:57:49.401129053Z [err]      _sender: null,
2026-02-05T01:57:49.401133804Z [err]      _socket: null,
2026-02-05T01:57:49.401138020Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.401142545Z [err]      _isServer: false,
2026-02-05T01:57:49.413686115Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:49.413696120Z [err]  }
2026-02-05T01:57:49.413703291Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:49.413711081Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.413718527Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.413725324Z [err]        error: [Function],
2026-02-05T01:57:49.413730440Z [err]        message: [Function],
2026-02-05T01:57:49.413734985Z [err]        close: [Function],
2026-02-05T01:57:49.413741772Z [err]        open: [Function]
2026-02-05T01:57:49.413748123Z [err]      },
2026-02-05T01:57:49.413754399Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.413761486Z [err]      _maxListeners: undefined,
2026-02-05T01:57:49.413769520Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.413783143Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.413783979Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.413792063Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.413800175Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.413810761Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:49.413812493Z [err]      _sender: null,
2026-02-05T01:57:49.413813224Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:49.413825015Z [err]      _socket: null,
2026-02-05T01:57:49.413826482Z [err]      _closeTimer: null,
2026-02-05T01:57:49.413827784Z [err]      _closeTimer: null,
2026-02-05T01:57:49.413839236Z [err]      _errorEmitted: true,
2026-02-05T01:57:49.413842743Z [err]      _errorEmitted: true,
2026-02-05T01:57:49.413845237Z [err]      _extensions: {},
2026-02-05T01:57:49.413847373Z [err]      _isServer: false,
2026-02-05T01:57:49.413856845Z [err]      _extensions: {},
2026-02-05T01:57:49.413856951Z [err]      _paused: false,
2026-02-05T01:57:49.413860486Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.413870980Z [err]      _paused: false,
2026-02-05T01:57:49.413871905Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.413872325Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.413873315Z [err]      _redirects: 0,
2026-02-05T01:57:49.413874284Z [err]      _protocol: '',
2026-02-05T01:57:49.413885636Z [inf]  1:57:47 AM [express] GET /api/tokens 500 in 73ms :: {"error":"Account access verification temporaril…
2026-02-05T01:57:49.413885716Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.413886043Z [err]      _protocol: '',
2026-02-05T01:57:49.413890195Z [err]      _readyState: 3,
2026-02-05T01:57:49.413893562Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.413893989Z [err]      _autoPong: true,
2026-02-05T01:57:49.413898846Z [err]      _readyState: 3,
2026-02-05T01:57:49.413899838Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.413904787Z [err]  }
2026-02-05T01:57:49.413908106Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.413908480Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:49.413913930Z [err]      _receiver: null,
2026-02-05T01:57:49.413917848Z [err]      _receiver: null,
2026-02-05T01:57:49.413918691Z [inf]  🔒 SECURITY_AUDIT: {"timestamp":"2026-02-05T01:57:47.758Z","eventType":"CLAIM_CODE_EVENT","userId":"student-001","userRole":"student","action":"REDEEM_FAILED","success":false,"details":{"blockReason":"COPPA_ENFORCEMENT_ERROR","error":"Unknown error","endpoint":"/api/tokens","timestamp":"2026-02-05T01:57:47.758Z","security_context":"coppa_compliant_registration","compliance_note":"Student registration audit - no sensitive data stored","data_minimization":"COPPA_COMPLIANT"},"compliance":"COPPA_FERPA_NCMEC_COMPLIANT"}
2026-02-05T01:57:49.413921679Z [err]      _req: null,
2026-02-05T01:57:49.413925733Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:49.413927050Z [err]      _sender: null,
2026-02-05T01:57:49.413929409Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.413933675Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.413935626Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:49.413937469Z [err]      _socket: null,
2026-02-05T01:57:49.413942550Z [err]    },
2026-02-05T01:57:49.413942687Z [err]    },
2026-02-05T01:57:49.413942966Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:49.413948767Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.413951565Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:49.413956714Z [err]      _isServer: false,
2026-02-05T01:57:49.413965708Z [err]      _redirects: 0,
2026-02-05T01:57:49.413973648Z [err]      _autoPong: true,
2026-02-05T01:57:49.413982338Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.413990879Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.413991014Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:49.413998800Z [err]      _req: null,
2026-02-05T01:57:49.414005811Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.414012693Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.414019782Z [err]    },
2026-02-05T01:57:49.414025746Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.414031795Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:49.414039661Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:49.414045841Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:49.414052971Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:49.414059475Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:49.414066351Z [err]    },
2026-02-05T01:57:49.414072984Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:49.414079329Z [err]  }
2026-02-05T01:57:49.414087815Z [inf]  1:57:47 AM [express] GET /api/surprise-giveaways/campaigns 200 in 64ms :: [{"id":"weekly-kindness-su…
2026-02-05T01:57:49.414094827Z [err]  Error fetching user: ErrorEvent {
2026-02-05T01:57:49.414101334Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.414107742Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.414113282Z [err]        error: [Function],
2026-02-05T01:57:49.414117145Z [err]        message: [Function],
2026-02-05T01:57:49.414120542Z [err]        close: [Function],
2026-02-05T01:57:49.414124337Z [err]        open: [Function]
2026-02-05T01:57:49.414128253Z [err]      },
2026-02-05T01:57:49.414132095Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.414135737Z [err]      _maxListeners: undefined,
2026-02-05T01:57:49.414139154Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:49.414142500Z [err]      _closeCode: 1006,
2026-02-05T01:57:49.414145850Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:49.414149792Z [err]      _closeFrameSent: false,
2026-02-05T01:57:49.414153863Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:49.414157492Z [err]      _closeTimer: null,
2026-02-05T01:57:49.414161126Z [err]      _errorEmitted: true,
2026-02-05T01:57:49.414165400Z [err]      _extensions: {},
2026-02-05T01:57:49.414169257Z [err]      _paused: false,
2026-02-05T01:57:49.414173692Z [err]      _protocol: '',
2026-02-05T01:57:49.414177986Z [err]      _readyState: 3,
2026-02-05T01:57:49.414181860Z [err]      _receiver: null,
2026-02-05T01:57:49.414185675Z [err]      _sender: null,
2026-02-05T01:57:49.414189201Z [err]      _socket: null,
2026-02-05T01:57:49.414193498Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:49.414197714Z [err]      _isServer: false,
2026-02-05T01:57:49.414202347Z [err]      _redirects: 0,
2026-02-05T01:57:49.414205950Z [err]      _autoPong: true,
2026-02-05T01:57:49.414209905Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:49.414213707Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:49.414217282Z [err]      _req: null,
2026-02-05T01:57:49.414220654Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:49.414224785Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:49.414228478Z [err]    },
2026-02-05T01:57:49.414233108Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:49.414236810Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:49.414240257Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:49.414243701Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:49.414247064Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:49.414251033Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:49.414254654Z [err]    },
2026-02-05T01:57:49.414258150Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:49.414262518Z [err]  }
2026-02-05T01:57:49.414266166Z [inf]  1:57:47 AM [express] GET /api/auth/user 500 in 82ms :: {"message":"Failed to fetch user"}
2026-02-05T01:57:49.414269953Z [err]  COPPA enforcement error: ErrorEvent {
2026-02-05T01:57:49.414273467Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:49.414276946Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:49.414280492Z [err]        error: [Function],
2026-02-05T01:57:49.414283840Z [err]        message: [Function],
2026-02-05T01:57:49.414288095Z [err]        close: [Function],
2026-02-05T01:57:49.414294015Z [err]        open: [Function]
2026-02-05T01:57:49.414297899Z [err]      },
2026-02-05T01:57:49.414301397Z [err]      _eventsCount: 4,
2026-02-05T01:57:49.414305002Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.127809351Z [inf]  🎁 Fetching reward offers (optimized for demo)...
2026-02-05T01:57:53.127816121Z [inf]  1:57:53 AM [express] GET /api/surprise-giveaways/check-user 304 in 1ms :: {"hasGiveaway":false,"give…
2026-02-05T01:57:53.274872580Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:53.274884832Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.274893614Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.274901364Z [err]        error: [Function],
2026-02-05T01:57:53.274909134Z [err]        message: [Function],
2026-02-05T01:57:53.274916912Z [err]        close: [Function],
2026-02-05T01:57:53.274924294Z [err]        open: [Function]
2026-02-05T01:57:53.274932929Z [err]      },
2026-02-05T01:57:53.274942650Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.274953150Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.274959770Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.274966305Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.274973126Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.274981056Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.274988512Z [err]      _closeMessage: <Buffer >,
2026-02-05T01:57:53.274996212Z [err]      _closeTimer: null,
2026-02-05T01:57:53.275006996Z [err]      _errorEmitted: true,
2026-02-05T01:57:53.275015248Z [err]      _extensions: {},
2026-02-05T01:57:53.275023778Z [err]      _paused: false,
2026-02-05T01:57:53.275030893Z [err]      _protocol: '',
2026-02-05T01:57:53.275037123Z [err]      _readyState: 3,
2026-02-05T01:57:53.275043005Z [err]      _receiver: null,
2026-02-05T01:57:53.275049342Z [err]      _sender: null,
2026-02-05T01:57:53.275058604Z [err]      _socket: null,
2026-02-05T01:57:53.275066810Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.275074236Z [err]      _isServer: false,
2026-02-05T01:57:53.275081909Z [err]      _redirects: 0,
2026-02-05T01:57:53.275089313Z [err]      _autoPong: true,
2026-02-05T01:57:53.275097722Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.275104798Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.275112470Z [err]      _req: null,
2026-02-05T01:57:53.275119709Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.275126457Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.275133744Z [err]    },
2026-02-05T01:57:53.275140795Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.275150344Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.275150947Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.275151592Z [err]      _redirects: 0,
2026-02-05T01:57:53.275160743Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.275161797Z [err]      _autoPong: true,
2026-02-05T01:57:53.275162493Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.275163240Z [err]      _protocol: '',
2026-02-05T01:57:53.275167625Z [err]        open: [Function]
2026-02-05T01:57:53.275168482Z [err]        error: [Function],
2026-02-05T01:57:53.275169308Z [err]      _closeTimeout: 30000,
2026-02-05T01:57:53.275175176Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.275176754Z [err]      _readyState: 3,
2026-02-05T01:57:53.275177843Z [err]      _url: 'wss://postgres.railway.internal/v2',
2026-02-05T01:57:53.275184838Z [err]      _req: null,
2026-02-05T01:57:53.275186496Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.275187382Z [err]        at afterConnectMultiple (node:net:1689:7) {
2026-02-05T01:57:53.275189077Z [err]      _receiver: null,
2026-02-05T01:57:53.275191386Z [err]      },
2026-02-05T01:57:53.275194752Z [err]      [Symbol(shapeMode)]: false,
2026-02-05T01:57:53.275199059Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.275199653Z [err]      _sender: null,
2026-02-05T01:57:53.275200783Z [err]      code: 'ECONNREFUSED',
2026-02-05T01:57:53.275202182Z [err]      [Symbol(kCapture)]: false
2026-02-05T01:57:53.275206096Z [err]      _eventsCount: 4,
2026-02-05T01:57:53.275209944Z [err]    },
2026-02-05T01:57:53.275210172Z [err]    },
2026-02-05T01:57:53.275210561Z [err]      _socket: null,
2026-02-05T01:57:53.275219735Z [err]    [Symbol(kType)]: 'error',
2026-02-05T01:57:53.275219782Z [err]      [errors]: [ [Error], [Error] ]
2026-02-05T01:57:53.275220482Z [err]      _maxListeners: undefined,
2026-02-05T01:57:53.275222303Z [err]      _bufferedAmount: 0,
2026-02-05T01:57:53.275222315Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.275229067Z [err]    [Symbol(kError)]: AggregateError [ECONNREFUSED]: 
2026-02-05T01:57:53.275232024Z [err]      _isServer: false,
2026-02-05T01:57:53.275232209Z [err]    },
2026-02-05T01:57:53.275234680Z [err]  }
2026-02-05T01:57:53.275236795Z [err]      _binaryType: 'arraybuffer',
2026-02-05T01:57:53.275241322Z [err]        at internalConnectMultiple (node:net:1122:18)
2026-02-05T01:57:53.275243816Z [err]    [Symbol(kMessage)]: ''
2026-02-05T01:57:53.275250397Z [err]  Failed to check pulse status: ErrorEvent {
2026-02-05T01:57:53.275252062Z [err]      _closeCode: 1006,
2026-02-05T01:57:53.275253341Z [err]  }
2026-02-05T01:57:53.275264272Z [err]    [Symbol(kTarget)]: WebSocket {
2026-02-05T01:57:53.275265520Z [err]      _closeFrameReceived: false,
2026-02-05T01:57:53.275267329Z [err]  Failed to create demo user: ErrorEvent {
2026-02-05T01:57:53.275275556Z [err]      _events: [Object: null prototype] {
2026-02-05T01:57:53.275276836Z [err]      _closeFrameSent: false,
2026-02-05T01:57:53.275288316Z [err]      _closeMessage: <Buffer >,
